,paper_id,pred_score,pred_decision,gt_avg_score,gt_decision,gt_binary,match,cost,sdk_savings,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
211,bm3rbtEMFj,8.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,4.0,,,
212,7gLNA6nT5d,3.0,Reject,3.2,Reject,Reject,YES,0.0,0.0,2.0,4.0,6.0,2.0,2.0,,
213,KsmTaPygR9,8.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,4.0,8.0,6.0,4.0,,,
214,RtS4UqSmNt,8.0,Accept,6.5,Accept (Oral),Accept,YES,0.0,0.0,8.0,2.0,8.0,8.0,,,
215,ZKkeA1G935,5.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,4.0,4.0,4.0,2.0,6.0,,
216,FEqZmGl36g,5.0,Accept,4.8,Reject,Reject,NO,0.0,0.0,6.0,4.0,2.0,6.0,6.0,,
217,O75R5yyw4R,5.0,Accept,4.67,Reject,Reject,NO,0.0,0.0,4.0,4.0,6.0,,,,
218,pbbRmnFkjG,8.0,Accept,6.5,Accept (Poster),Accept,YES,0.0,0.0,8.0,4.0,8.0,6.0,,,
219,Rt9SeEAMWv,5.0,Reject,4.8,Reject,Reject,YES,0.0,0.0,6.0,4.0,2.0,6.0,6.0,,
220,7yvz93kBw9,6.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,6.0,,,,
221,0zKfU1rsXd,6.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,4.0,4.0,6.0,6.0,,,
222,Bf4FeuW0Mr,8.0,Accept,7.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,8.0,8.0,,,
223,ck0aZTAnwK,5.0,Accept,7.5,Accept (Oral),Accept,YES,0.0,0.0,6.0,8.0,8.0,8.0,,,
224,mytIKuRsSE,8.0,Accept,7.5,Accept (Oral),Accept,YES,0.0,0.0,8.0,8.0,6.0,8.0,,,
225,ikthqd3qF4,3.0,Reject,2.5,Reject,Reject,YES,0.0,0.0,2.0,4.0,4.0,0.0,,,
226,b6qQmQ2F13,8.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,2.0,6.0,6.0,6.0,,,
227,c2ozZYoZFd,8.0,Accept,2.67,Reject,Reject,NO,0.0,0.0,2.0,4.0,2.0,,,,
228,HwyYpLxY0G,6.0,Accept,0.5,Reject,Reject,NO,0.0,0.0,2.0,0.0,0.0,0.0,,,
229,VSDV0SWwOC,6.0,Reject,6.67,Accept (Poster),Accept,NO,0.0,0.0,8.0,4.0,8.0,,,,
230,W4FAenIrQ2,6.0,Accept,6.67,Accept (Poster),Accept,YES,0.0,0.0,6.0,8.0,6.0,,,,
231,dbYvP2BKCM,5.0,Reject,3.5,Reject,Reject,YES,0.0,0.0,4.0,2.0,6.0,2.0,,,
232,lZrZgZ9wIu,3.0,Reject,2.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,2.0,2.0,,,
233,GMlZt4fZSY,6.0,Accept,7.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,8.0,8.0,6.0,,,
234,TgLW2DiRDG,6.0,Accept,7.5,Accept (Oral),Accept,YES,0.0,0.0,8.0,6.0,8.0,8.0,,,
235,vPSiCA3CkD,6.0,Reject,7.5,Accept (Poster),Accept,NO,0.0,0.0,8.0,10.0,6.0,6.0,,,
236,a7Qa4CcHak,8.0,Accept,7.33,Accept (Poster),Accept,YES,0.0,0.0,8.0,6.0,8.0,,,,
237,FkTEc3XEL6,3.0,Reject,0.5,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,0.0,0.0,2.0,0.0,,,
238,tswBfpkwHn,6.0,Accept,5.0,Reject,Reject,NO,0.0,0.0,6.0,4.0,6.0,4.0,,,
239,QIIrjgUnL1,5.0,Reject,3.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,2.0,6.0,,,
240,tucuU4sQ3s,6.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,4.0,6.0,6.0,6.0,,,
241,FDlvVdh1sB,6.0,Accept,4.0,Reject,Reject,NO,0.0,0.0,2.0,4.0,6.0,4.0,,,
242,2uTxLC4LmC,6.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,2.0,4.0,6.0,8.0,,,
243,M14YpuTejd,5.0,Accept,4.0,Withdrawn (treated as Reject),Reject,NO,0.0,0.0,6.0,2.0,4.0,,,,
244,eu3PwSle8J,6.0,Accept,4.67,Reject,Reject,NO,0.0,0.0,6.0,4.0,4.0,,,,
245,31CznLfRIS,6.0,Accept,4.5,Accept (Poster),Accept,YES,0.0,0.0,4.0,4.0,6.0,4.0,,,
246,1PIfB5w05x,5.0,Reject,7.5,Accept (Poster),Accept,NO,0.0,0.0,8.0,8.0,8.0,6.0,,,
247,O6n4dgTBBL,3.0,Reject,0.67,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,0.0,0.0,2.0,,,,
248,Wes9HF3ppt,6.0,Accept,5.0,Reject,Reject,NO,0.0,0.0,4.0,6.0,6.0,4.0,,,
249,CNrU5kGJYG,8.0,Reject,5.5,Accept (Poster),Accept,NO,0.0,0.0,6.0,6.0,4.0,6.0,,,
250,fBc9v8CVvm,6.0,Accept,5.33,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,,,,
251,MrJoBgN1VO,6.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,6.0,,,
252,sh1hWO9RHo,3.0,Reject,4.5,Reject,Reject,YES,0.0,0.0,4.0,4.0,6.0,4.0,,,
253,5Y4wvlp923,6.0,Reject,0.5,Reject,Reject,YES,0.0,0.0,0.0,2.0,0.0,0.0,,,
254,oGbzk8xuVT,3.0,Accept,4.0,Reject,Reject,NO,0.0,0.0,2.0,6.0,4.0,4.0,,,
255,CTEXdHB1BB,6.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,4.0,2.0,8.0,,,
256,GODFBZhFcX,8.0,Accept,4.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,2.0,6.0,4.0,,,
257,Vsgq2ldr4K,6.0,Accept,7.5,Accept (Oral),Accept,YES,0.0,0.0,8.0,8.0,6.0,8.0,,,
258,8ZQ0HjBOEc,5.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,2.0,4.0,4.0,6.0,,,
259,SpUXijnBEg,5.0,Reject,3.5,Reject,Reject,YES,0.0,0.0,4.0,2.0,6.0,2.0,,,
260,QryPmx2MNh,5.0,Reject,3.5,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,4.0,4.0,2.0,4.0,,,
261,qCfYOLAzti,8.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,8.0,,,
262,4Ha2srdhPN,6.0,Accept,4.5,Reject,Reject,NO,0.0,0.0,2.0,8.0,2.0,6.0,,,
263,2hTLJEgCbv,3.0,Reject,1.0,Reject,Reject,YES,0.0,0.0,0.0,0.0,2.0,2.0,,,
264,Kw2mvnzCoc,6.0,Accept,4.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,2.0,,,
265,cP9ciYglnI,5.0,Accept,4.0,Reject,Reject,NO,0.0,0.0,6.0,4.0,2.0,,,,
266,pNpnqsn0Si,5.0,Accept,3.0,Reject,Reject,NO,0.0,0.0,4.0,2.0,4.0,2.0,,,
267,5o0zF03RP9,3.0,Reject,0.5,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,2.0,0.0,0.0,0.0,,,
268,32mrjmaeMP,6.0,Accept,4.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,2.0,,,
269,xDO0239YOm,3.0,Reject,1.33,Reject,Reject,YES,0.0,0.0,2.0,0.0,2.0,,,,
270,6rz7VyAatm,6.0,Accept,3.5,Reject,Reject,NO,0.0,0.0,0.0,6.0,2.0,6.0,,,
271,ZNAY3ivd62,6.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,2.0,4.0,6.0,4.0,,,
272,sSbEEHNEsL,8.0,Accept,8.0,Accept (Poster),Accept,YES,0.0,0.0,8.0,8.0,8.0,8.0,,,
273,x6iodYWNty,6.0,Accept,5.33,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,,,,
274,BiXwSIIMIq,6.0,Accept,4.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,4.0,4.0,4.0,,,
275,Y6lVVJHiwN,5.0,Reject,4.4,Reject,Reject,YES,0.0,0.0,6.0,4.0,2.0,4.0,6.0,,
276,e9JphzQ5Gr,5.0,Accept,4.0,Reject,Reject,NO,0.0,0.0,6.0,2.0,6.0,4.0,2.0,,
277,ZNAY3ivd62,6.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,2.0,4.0,6.0,4.0,,,
278,Rip3EJc4nx,6.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,4.0,4.0,4.0,4.0,,,
279,1AYy3T3Xjk,3.0,Reject,2.5,Reject,Reject,YES,0.0,0.0,2.0,4.0,2.0,2.0,,,
280,bhR00j6Mku,6.0,Accept,6.67,Accept (Poster),Accept,YES,0.0,0.0,8.0,6.0,6.0,,,,
281,lJ7zecny2e,6.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,4.0,8.0,4.0,2.0,
282,1E4Bltg6Xb,6.0,Accept,4.67,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,2.0,,,,
283,YETCQLcKtn,8.0,Reject,4.5,Accept (Poster),Accept,NO,0.0,0.0,4.0,4.0,2.0,8.0,,,
284,0aBAAS0rRT,8.0,Reject,5.33,Accept (Poster),Accept,NO,0.0,0.0,6.0,4.0,6.0,,,,
285,5T1vMQldr8,3.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,4.0,4.0,4.0,,,,
286,0obDxMfeYu,5.0,Reject,3.2,Reject,Reject,YES,0.0,0.0,2.0,2.0,4.0,2.0,6.0,,
287,R0ZKcQlF2C,5.0,Accept,4.0,Reject,Reject,NO,0.0,0.0,4.0,2.0,6.0,,,,
288,YvMkU4BYOA,5.0,Reject,2.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,2.0,2.0,,,
289,N7ziRPTNdT,6.0,Accept,5.5,Reject,Reject,NO,0.0,0.0,6.0,6.0,6.0,4.0,,,
290,Ksvv8x00eo,6.0,Accept,3.5,Withdrawn (treated as Reject),Reject,NO,0.0,0.0,6.0,2.0,4.0,2.0,,,
291,beV5wMTRIq,5.0,Reject,2.0,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,2.0,2.0,2.0,2.0,,,
292,C6WWMryELL,5.0,Reject,5.5,Reject,Reject,YES,0.0,0.0,6.0,4.0,6.0,6.0,,,
293,k6nTUFoqeT,8.0,Accept,6.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,8.0,4.0,8.0,,,
294,Gk7gLAtVDO,6.0,Accept,7.5,Accept (Oral),Accept,YES,0.0,0.0,8.0,8.0,8.0,6.0,,,
295,65Ai8mLfjI,8.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,4.0,8.0,6.0,4.0,,,
296,DAPcmFcqgd,1.0,Reject,1.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,0.0,0.0,,,
297,Ry8jLSYIUG,8.0,Accept,5.33,Reject,Reject,NO,0.0,0.0,4.0,6.0,6.0,,,,
298,ei1bRG971A,6.0,Accept,4.67,Accept (Poster),Accept,YES,0.0,0.0,4.0,4.0,6.0,,,,
299,hQZQVLJrH9,8.0,Reject,4.5,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,4.0,2.0,6.0,6.0,,,
300,1j0ormf8uI,6.0,Reject,5.2,Accept (Poster),Accept,NO,0.0,0.0,8.0,4.0,6.0,6.0,2.0,,
301,oh9ChF7Pv0,8.0,Reject,4.67,Accept (Poster),Accept,NO,0.0,0.0,6.0,6.0,2.0,,,,
302,SA8xDYrUYB,6.0,Reject,3.5,Accept (Poster),Accept,NO,0.0,0.0,4.0,4.0,2.0,4.0,,,
303,0JLUFJMo5p,3.0,Reject,1.0,Reject,Reject,YES,0.0,0.0,0.0,2.0,0.0,2.0,,,
304,YuxgSGFaqb,6.0,Reject,6.0,Accept (Oral),Accept,NO,0.0,0.0,6.0,8.0,4.0,6.0,,,
305,piylyBPSau,6.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,2.0,4.0,4.0,6.0,,,
306,doxBjZ88H3,8.0,Reject,4.5,Accept (Poster),Accept,NO,0.0,0.0,6.0,6.0,2.0,4.0,,,
307,Pxd5mjwznl,1.0,Reject,0.0,Reject,Reject,YES,0.0,0.0,0.0,0.0,0.0,,,,
308,ZMzha5gbnF,6.0,Reject,7.0,Accept (Poster),Accept,NO,0.0,0.0,6.0,6.0,8.0,8.0,,,
309,bxZUPQbvp0,6.0,Reject,2.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,2.0,2.0,,,
310,0nvQ5kHXf4,5.0,Reject,6.0,Accept (Oral),Accept,NO,0.0,0.0,6.0,6.0,6.0,,,,
311,a3sRspQ62b,6.0,Accept,2.5,Reject,Reject,NO,0.0,0.0,2.0,2.0,4.0,2.0,,,
312,FtL9eEmU6v,6.0,Accept,7.5,Accept (Oral),Accept,YES,0.0,0.0,6.0,10.0,8.0,6.0,,,
313,4iu9Lj0Ist,-100.0,Reject,3.5,Reject,Reject,YES,0.0,0.0,6.0,4.0,2.0,2.0,,,
314,cZ74yWoKYr,6.0,Accept,5.0,Reject,Reject,NO,0.0,0.0,2.0,8.0,6.0,4.0,,,
315,2EQPpEZtEK,6.0,Reject,3.33,Reject,Reject,YES,0.0,0.0,2.0,4.0,4.0,,,,
316,bH5M0ts8Y6,6.0,Reject,5.0,Accept (Poster),Accept,NO,0.0,0.0,4.0,8.0,4.0,4.0,,,
317,Ir0HMkRpYb,6.0,Accept,7.0,Accept (Poster),Accept,YES,0.0,0.0,8.0,6.0,8.0,6.0,,,
318,VgVeQpagf7,5.0,Accept,4.67,Reject,Reject,NO,0.0,0.0,4.0,4.0,6.0,,,,
319,NlHHlqP1zk,3.0,Accept,4.67,Reject,Reject,NO,0.0,0.0,2.0,6.0,6.0,,,,
320,0xHWd4CUaX,5.0,Reject,2.0,Reject,Reject,YES,0.0,0.0,0.0,2.0,4.0,2.0,,,
321,wUzBBsrdB1,6.0,Reject,5.0,Reject,Reject,YES,0.0,0.0,8.0,4.0,6.0,2.0,,,
322,TjF9WLcu8o,3.0,Reject,0.0,Reject,Reject,YES,0.0,0.0,0.0,0.0,0.0,0.0,,,
323,IeNXtofK6T,3.0,Accept,3.5,Reject,Reject,NO,0.0,0.0,2.0,6.0,2.0,4.0,,,
324,abgW71sKIt,6.0,Accept,2.5,Withdrawn (treated as Reject),Reject,NO,0.0,0.0,2.0,2.0,4.0,2.0,,,
325,zKQSyT7a7n,5.0,Accept,6.0,Reject,Reject,NO,0.0,0.0,6.0,8.0,4.0,6.0,,,
326,crKJJ4Ej60,6.0,Accept,5.33,Accept (Poster),Accept,YES,0.0,0.0,4.0,6.0,6.0,,,,
327,IHyY6vdYZw,6.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,4.0,8.0,2.0,6.0,,,
328,rRB1bYErbL,6.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,6.0,6.0,,,
329,OAXECnLxuk,8.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,4.0,6.0,6.0,,,
330,JEYWpFGzvn,6.0,Accept,7.33,Accept (Oral),Accept,YES,0.0,0.0,8.0,6.0,8.0,,,,
331,dCtkwjkK0E,3.0,Reject,2.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,2.0,2.0,,,
332,pI9n8wAR80,6.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,4.0,4.0,6.0,,,
333,8KcjEygedc,6.0,Accept,7.5,Accept (Poster),Accept,YES,0.0,0.0,8.0,8.0,6.0,8.0,,,
334,zS1bPtMlt9,6.0,Accept,6.0,Reject,Reject,NO,0.0,0.0,8.0,6.0,4.0,,,,
335,Me0n0iESJY,6.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,4.0,8.0,8.0,4.0,,,
336,a2XmC7rHIU,6.0,Accept,6.8,Accept (Poster),Accept,YES,0.0,0.0,6.0,6.0,8.0,8.0,6.0,,
337,1CR1MTIgmq,1.0,Reject,0.0,Reject,Reject,YES,0.0,0.0,0.0,0.0,0.0,,,,
338,sJxBWDc8SM,5.0,Accept,3.5,Reject,Reject,NO,0.0,0.0,2.0,2.0,4.0,6.0,,,
339,CFuNu8dK4s,3.0,Accept,4.0,Reject,Reject,NO,0.0,0.0,6.0,4.0,2.0,4.0,,,
340,0kHbD6ad07,8.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,4.0,4.0,6.0,6.0,,,
341,iIEEgI6WsF,6.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,6.0,2.0,8.0,6.0,,,
342,qkKUG56s5r,5.0,Reject,1.33,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,2.0,0.0,2.0,,,,
343,Mz98kwANpF,6.0,Accept,4.5,Reject,Reject,NO,0.0,0.0,4.0,4.0,4.0,6.0,,,
344,x6bG2Hoqdf,6.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,8.0,2.0,8.0,4.0,,,
345,klB3AvQZqJ,6.0,Accept,3.5,Reject,Reject,NO,0.0,0.0,4.0,2.0,4.0,4.0,,,
346,0lW2UBiEWN,3.0,Accept,4.5,Reject,Reject,NO,0.0,0.0,4.0,6.0,4.0,4.0,,,
347,ecbEfXdqrV,3.0,Accept,3.0,Reject,Reject,NO,0.0,0.0,2.0,4.0,4.0,2.0,,,
348,Vit5M0G5Gb,6.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,8.0,6.0,4.0,6.0,6.0,,
349,VFaYukYt6K,3.0,Accept,3.33,Reject,Reject,NO,0.0,0.0,2.0,4.0,4.0,,,,
350,Vgm77U4ojX,6.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,8.0,6.0,4.0,6.0,,
351,NFB4QGGS65,6.0,Accept,6.5,Accept (Poster),Accept,YES,0.0,0.0,8.0,8.0,4.0,6.0,,,
352,rBj2iVyrhh,6.0,Reject,2.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,2.0,2.0,,,
353,ahpO7S1Ppi,6.0,Accept,3.5,Reject,Reject,NO,0.0,0.0,2.0,4.0,4.0,4.0,,,
354,AB3jM3iMaW,5.0,Accept,5.0,Reject,Reject,NO,0.0,0.0,8.0,2.0,4.0,6.0,,,
355,RNe17WTR38,5.0,Reject,2.0,Reject,Reject,YES,0.0,0.0,2.0,2.0,2.0,2.0,,,
356,H1s6SBhzlg,6.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,4.0,4.0,4.0,4.0,,,
357,yjrVOxjkDR,5.0,Accept,7.5,Accept (Poster),Accept,YES,0.0,0.0,8.0,8.0,6.0,8.0,,,
358,cZFgsLq8Gs,6.0,Reject,4.0,Accept (Poster),Accept,NO,0.0,0.0,4.0,6.0,4.0,2.0,,,
359,U2SJE6W3wT,6.0,Accept,5.5,Accept (Poster),Accept,YES,0.0,0.0,4.0,6.0,6.0,6.0,,,
360,pW6rFymZ8F,5.0,Accept,5.0,Reject,Reject,NO,0.0,0.0,6.0,6.0,4.0,4.0,,,
361,EbSkBZQF9g,1.0,Reject,0.5,Reject,Reject,YES,0.0,0.0,0.0,0.0,2.0,0.0,,,
362,IOKftyz5iP,6.0,Reject,3.0,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,2.0,4.0,2.0,4.0,,,
363,JEN4nsDgh9,3.0,Accept,3.5,Reject,Reject,NO,0.0,0.0,4.0,4.0,2.0,4.0,,,
364,AdfEHMueyc,5.0,Reject,1.5,Reject,Reject,YES,0.0,0.0,0.0,2.0,4.0,0.0,,,
365,wA6dvVnKe8,3.0,Accept,3.0,Reject,Reject,NO,0.0,0.0,2.0,2.0,6.0,2.0,,,
366,3wMdHl7JQ6,5.0,Reject,1.0,Reject,Reject,YES,0.0,0.0,2.0,0.0,0.0,2.0,,,
367,t33kMzEAg8,6.0,Accept,4.4,Accept (Poster),Accept,YES,0.0,0.0,6.0,4.0,6.0,4.0,2.0,,
368,KDIgNmK8YT,5.0,Reject,2.5,Reject,Reject,YES,0.0,0.0,2.0,2.0,4.0,2.0,,,
369,Rj5ZJk956j,5.0,Accept,4.67,Reject,Reject,NO,0.0,0.0,4.0,2.0,8.0,,,,
370,yR5QX5cTEy,3.0,Accept,5.0,Reject,Reject,NO,0.0,0.0,4.0,6.0,8.0,2.0,,,
371,UDIYU1X3vC,6.0,Reject,4.8,Accept (Poster),Accept,NO,0.0,0.0,6.0,6.0,4.0,6.0,2.0,,
372,rI2Fa13fUL,6.0,Accept,5.0,Reject,Reject,NO,0.0,0.0,6.0,6.0,4.0,4.0,,,
373,LHSea6DI8U,6.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,8.0,4.0,,,,
374,UJ2UUjT2ko,8.0,Accept,8.0,Accept (Poster),Accept,YES,0.0,0.0,8.0,8.0,8.0,,,,
375,cEXEmyW77N,6.0,Accept,5.0,Accept (Poster),Accept,YES,0.0,0.0,4.0,6.0,6.0,4.0,,,
376,KsWRLyIAKP,5.0,Reject,3.2,Withdrawn (treated as Reject),Reject,YES,0.0,0.0,4.0,2.0,2.0,4.0,4.0,,
377,RT5SlprCmc,6.0,Accept,4.5,Reject,Reject,NO,0.0,0.0,6.0,6.0,2.0,4.0,,,
378,yEpE0QPpf8,6.0,Reject,5.5,Accept (Poster),Accept,NO,0.0,0.0,2.0,8.0,8.0,4.0,,,
379,GMP1S4R6Ke,6.0,Accept,5.33,Accept (Poster),Accept,YES,0.0,0.0,4.0,6.0,6.0,,,,
380,XX5EZoe4ec,5.0,Accept,2.0,Reject,Reject,NO,0.0,0.0,2.0,2.0,2.0,2.0,,,
381,GRufFX1gAy,6.0,Reject,4.5,Accept (Poster),Accept,NO,0.0,0.0,4.0,4.0,6.0,4.0,,,
382,cmzeMZNsmm,6.0,Reject,5.0,Reject,Reject,YES,0.0,0.0,2.0,4.0,6.0,8.0,,,
383,nnwvwge40d,6.0,Accept,4.0,Accept (Poster),Accept,YES,0.0,0.0,4.0,2.0,4.0,6.0,,,
384,YS4N1YxXSM,6.0,Accept,6.0,Accept (Poster),Accept,YES,0.0,0.0,6.0,4.0,6.0,8.0,,,
385,q0UEl3xAIZ,5.0,Reject,1.33,Reject,Reject,YES,0.0,0.0,0.0,2.0,2.0,,,,
386,Olc7XhgstJ,3.0,Accept,4.0,Reject,Reject,NO,0.0,0.0,2.0,4.0,4.0,6.0,,,
387,ngOOlatCK6,5.0,Accept,5.33,Reject,Reject,NO,0.0,0.0,6.0,6.0,4.0,,,,
388,JdVTWjjnR6,6.0,Reject,5.0,Reject,Reject,YES,0.0,0.0,6.0,6.0,4.0,6.0,6.0,2.0,
389,MPhnlqdU9Z,5.0,Reject,4.0,Reject,Reject,YES,0.0,0.0,4.0,2.0,6.0,,,,
390,HvFpfea8XA,5.0,Reject,4.5,Reject,Reject,YES,0.0,0.0,4.0,2.0,6.0,6.0,,,
391,Dxb9zYD23D,5.0,Accept,3.5,Withdrawn (treated as Reject),Reject,NO,0.0,0.0,4.0,4.0,2.0,4.0,,,
392,CrCPeM5fRB,6.0,Reject,3.5,Reject,Reject,YES,0.0,0.0,4.0,2.0,4.0,4.0,,,
393,qclNnbjxNJ,8.0,Reject,7.5,Accept (Poster),Accept,NO,0.0,0.0,8.0,8.0,8.0,6.0,,,
394,2eAGrunxVz,6.0,Accept,7.5,Accept (Oral),Accept,YES,0.0,0.0,8.0,8.0,8.0,6.0,,,
395,zt7IPzsXrT,6.0,Reject,5.0,Accept (Poster),Accept,NO,0.0,0.0,6.0,6.0,4.0,4.0,,,
